,Sentence,Sentiment
357,$TSLA recall model X https://t.co/b7izYa4BuE,negative
358,$TSLA recalling pretty much every single model X @cnnbrk got to short that even at work you jump in money trade,negative
359,"$TSLA recalls 2,700 Model X cars. Stock dropping hard...",negative
360,"$TSLA steaming up again, this stock is relentless at the moment",positive
361,$TSLA stock gaining steam... Plus other notable moves from this week: https://t.co/Hz0wdp5za1,positive
362,$TSLA upgraded to Buy @ Argus w/ $333 PT - you'd almost think after ~100pt run in 5 weeks this would be the sell signal,positive
363,$TSLA weakest in todays DT watchlist,negative
364,$TSLA yeah lets go down to 230s lol,negative
365,$TSPT  long 8.00,positive
366,$TWTR The best scenario going forward is this stock slowly falling everyday....Which is quite probable...,negative
367,$TWTR sad the only thing to move this is a takeover rumor only to be sold off next day !,negative
368,"$TXRH reports Q1 EPS of $0.37 versus the estimated $0.35, beating by $0.02. EPS were Up 19% from the same quarter last year.",positive
369,"$TYC just about to break out to new highs, lots of technicals looking great right now.",positive
370,$TZA is a rocket ship!!!,positive
371,$TZOO a close above 28.64 and we are ready to rock and roll,positive
372,$UBNT still having some trouble at the resistance line. Should resolve soon.@cheri1 @strattonite   http://stks.co/c0sU4,neutral
373,$UGAZ Will this cold put a dent in the massive horizontal rig production. Who knows  http://stks.co/p1V6P,negative
374,$UTSI http://stks.co/15uR Long setup. Reported very good earnings.,positive
375,$UUP at major resistance right now. Can go much higher if it can break above. May take several attempts - few days to a week,positive
376,$UVXY Put the chum out there at key support then next level down - careful,negative
377,$V A potential bearish shark pattern if point B $226 to be taken out. http://stks.co/i0GGH,negative
378,$VIPS similar pattern like beginning of May. Did u sell? Same now..will go up much higher after this drop.,positive
379,$VMW  Got a nice push today following small sweepers of May C this morning,positive
380,$VOLC THIS STOCK HAS A VERY VERY VERY VERY VERY HIGH PROBABILITY OF RALLYING TOMORROW AND/OR EARLY NEXT WEEK,positive
381,"$VRTX Vertex. Monthly -lower hi/lower lo,  Long term uptrend intract so far",positive
382,$VRTX early technical BUY signal... for confirmation > 86 it needs some fundam. incentive https://t.co/QuYSrqFo2x,positive
383,"$WAC trade continuing very nicely from yesterday, almost up $3 from yesterday entry, deal pricing tonight looking very strong here... $SPY",positive
384,"$WFM Bought a little yesterday, hoping for an earnings pop.",positive
385,$WFT closng higher from here,positive
386,"$WGO's BoD was right to reject the offer. That company is low because of the economy, not because of any type of mismanagement or anything.",neutral
387,$WMT BULLISH with MACD CROSSOVER with RSI and STO going up - above 73.4$ MA50 res. could run http://stks.co/gGCq,positive
388,$WX Decent pull back . .,negative
389,$WYNN big bounce,positive
390,$XLB the weakest sector this year and possible false breakout  http://stks.co/dL1Z,negative
391,"$XLF http://stks.co/1KJ9 Bounced off target buy area, bought $skf as a hedge. watch 50ma's slope",negative
392,$XLI Potential intermediate top in an Uptrend on a 60'-15'-4' charts http://stks.co/j1TdF,positive
393,$YANG Double bottom 5.2,positive
394,$YELP This goes green and so many shorts are toast!,positive
395,$YELP wayyy overvalued right now IMO. Should be trading single digits. May take a short pos. into earnings. Near term target 18 ......,negative
396,$YHOO A breakout above $29.83 would constitute a technical entry for the short term trader. http://stks.co/jkUF,positive
397,$YHOO About to break out on the 5-min...,positive
398,"$YHOO fishy action. New party interested (DailyMail) bounce & retreats. Not short by any means, but action questions big up move. Thoughts?",neutral
399,$YHOO making new HOD,positive
400,$YMI http://stks.co/Xyf Long setup. Closed above the 20MA. MACD cross. November catalyst.,positive
401,"$YNDX and the price of some stocks was 2 times lower then annual earnings, I could not resist, I  was buying when everyone was selling",positive
402,"$YOKU high volume blast off Friday, goes higher  http://stks.co/qSaL",positive
403,$ZAGG getting ready...Target $15 plus on a close over $13.50 on better than avg daily Volume http://chart.ly/lha44tn,positive
404,$ZNGA http://stks.co/3rdu Looking for a test at 9.25 resistance point. cc @ cfrazierjr @FletchTrade #traders,positive
405,"$ZSL looking very weak, could be a good short setup.",negative
406,$aapl high of day just hit. Back at it tomorrow.,positive
407,$aapl key is to breakout above 460 on solid volume or else it's a no trade for now,positive
408,$aapl news is becoming very bullish again http://stks.co/tMU,positive
409,$aapl short term fund/redemption liquidations.. Should have the channel cleared soon and on solid footing. $520 is new floor come July! :),negative
410,$aapl.  Test the high today and probably go beyond after hours...,positive
411,"$amrn Full bull call spread ranging July to Jan 15. Lets see what this baby does,",positive
412,"$amzn 4 period RSI is down at 20, just read Connors book on trading strategies",positive
413,$amzn breaking,positive
414,$brcm raises revenue forecast,positive
415,$fb small long 109.25 via calls,positive
416,$ilmn piper Jeffries raises pt.  I remain long,positive
417,$isrg trading at all-time high after strong earnings report with 4 days of short interest.,positive
418,$mako hanging in well today. still in a basing pattern. have eyes on it,positive
419,$mcp rolling over for a new intraday low. Bottom Pickers continue to get destroyed,negative
420,$ocn has the stuff. Will be looking to add shares if we get a new high breakout.,positive
421,"$pcln back over ""up"" trendline from 10/4",positive
422,$renn topping tail 5 min. chart at 7.31 short from here.,negative
423,$spy $vxx $aapl the parties over loaded on $uvxy volatility is back,negative
424,$spy bumping its head on declining daily 8ma as overhead resistance. Then the big brother 50ma just above that.,negative
425,$tsla X recall not a big deal... the problem is now they will have an excuse to guide way way lower...,neutral
426,$tsla bad day to short,positive
427,$vxx adding to position here !,positive
428,$vxx starting to creep up while $spy sits near hod ...,positive
429,"'s Outokumpu Technology business will begin trading on the Nordic Exchange in Helsinki starting Oct. 10 , becoming the sixth company to list on that exchange this year , the company said Friday .",neutral
430,( A spokesperson told WWD to expect a 50-50 mix of clothing and home decor . ),neutral
431,"( ADP News ) - Dec 11 , 2008 - Finnish construction and engineering company Outotec Oyj ( OMX : OTE1V ) said today it won a EUR 28 million ( USD 36.8 m ) order to expand the phosphate concentrator in Siilinjarvi of Norwegian minera",positive
432,"( ADP News ) - Dec 11 , 2008 - Finnish power-supply solutions provider Efore Oyj ( OMX : EFO1V ) said yesterday it opened a technology research and development ( R&D ) laboratory at Helsinki University of Technology .",neutral
433,"( ADP News ) - Feb 11 , 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007 .",positive
434,"( ADP News ) - Feb 11 , 2009 - Finnish wood products technology supplier Raute Oyj ( HEL : RUTAV ) said today its net profit decreased to EUR 4.7 million ( USD 6.1 m ) for 2008 from EUR 6.6 million for 2007 .",negative
435,"( ADP News ) - Feb 11 , 2009 - Finnish wood products technology supplier Raute Oyj ( HEL : RUTAV ) said today its net profit decreased to EUR 4.7 million ( USD 6.1 m ) for 2008 from EUR 6.6 million for 2007 .",neutral
436,"( ADP News ) - Feb 12 , 2009 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today its net profit rose to EUR 8.5 million ( USD 11m ) in 2008 from EUR 7 million in 2007 .",positive
437,"( ADP News ) - Feb 12 , 2009 - Finnish construction company Lemminkainen Oyj ( HEL : LEM1S ) said today its net profit decreased to EUR 63.5 million ( USD 81.1 m ) for 2008 from EUR 80.6 million for 2007 .",negative
438,"( ADP News ) - Feb 12 , 2009 - Finnish construction company Lemminkainen Oyj ( HEL : LEM1S ) said today its net profit decreased to EUR 63.5 million ( USD 81.1 m ) for 2008 from EUR 80.6 million for 2007 .",neutral
439,"( ADP News ) - Feb 4 , 2009 - Finnish broadband data communication systems and solutions company Teleste Oyj ( HEL : TLT1V ) said today its net profit decreased to EUR 5.5 million ( USD 7.2 m ) for 2008 from EUR 9.4 million for 200",negative
440,"( ADP News ) - Feb 4 , 2009 - Finnish broadband data communication systems and solutions company Teleste Oyj ( HEL : TLT1V ) said today its net profit decreased to EUR 5.5 million ( USD 7.2 m ) for 2008 from EUR 9.4 million for 200",neutral
441,"( ADP News ) - Feb 6 , 2009 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR 19.2 million ( USD 24.6 m ) for 2008 from EUR 17.5 million for 2007 .",positive
442,"( ADP News ) - Feb 9 , 2009 - Finnish computer services company Proha Oyj ( HEL : ART1V ) said today its net loss narrowed to EUR 113,000 ( USD 146,000 ) for 2008 from EUR 1.2 million for 2007 .",positive
443,"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland .",positive
444,"( ADP News ) - Jan 22 , 2009 - Finnish mobile phones maker Nokia Oyj ( OMX : NOK1V ) said today its operating profit decreased to EUR 5 billion ( USD 6.5 bn ) for 2008 from EUR 8 billion for 2007 .",negative
445,"( ADP News ) - Jan 22 , 2009 - Finnish mobile phones maker Nokia Oyj ( OMX : NOK1V ) said today its operating profit decreased to EUR 5 billion ( USD 6.5 bn ) for 2008 from EUR 8 billion for 2007 .",neutral
446,"( ADP News ) - Jan 27 , 2009 - Finnish industrial machinery company Vaahto Group Ltd Oyj ( HEL : WAT1S ) said today that its subsidiary Vaahto Ltd would cut 15 jobs in Finland .",negative
447,"( ADP News ) - Nov 28 , 2008 - Finnish power-supply solutions provider Efore Oyj ( OMX : EFO1V ) announced today the launch of OPUS DC , the latest power system in its OPUS product line .",positive
448,"( ADP News ) - Nov 3 , 2008 - Finnish cargo handling systems and services company Cargotec Oyj ( OMX : CGCBV ) said today that it acquired 80 % stakes in Italian service companies CVS Technoports Srl and CVS Service Srl from Italian handli",positive
449,"( ADP News ) - Nov 3 , 2008 - Finnish paper , packaging and forest products company Stora Enso Oyj ( OMX : STERV ) said today that it would invest EUR 137 million ( USD 176.6 m ) in the building of a power plant at its Ostroleka Mi",neutral
450,"( ADP News ) - Nov 5 , 2008 - Finnish electronic measurement products and solutions maker Vaisala Oyj ( OMX : VAIAS ) said today that its net profit rose to EUR 18 million ( USD 23.1 m ) for the first nine months of 2008 from EUR 1",positive
451,"( ADP News ) - Oct 1 , 2008 - Finnish consulting and engineering company Poyry Oyj ( OMX : POY1V ) said today it was awarded a EUR 5.2 million ( USD 7.4 m ) extension to their existing consultancy engineering contract with Venezuel",positive
452,"( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s",positive
453,"( ADP News ) - Oct 31 , 2008 - Finnish food company Raisio Oyj ( OMX : RAIVV ) said today that its net profit jumped to EUR 16.4 million ( USD 20.9 m ) for the first nine months of 2008 from EUR 1.1 million for the same period of 2",positive
454,"( ADP News ) - Sep 30 , 2008 - Finnish security and privacy software solutions developer Stonesoft Oyj said today that it won a USD 1.9 million ( EUR 1.3 m ) order to deliver its StoneGate network security products to an unnamed Russian te",positive
